Year,Month,Week,Country,Region,Student_Count,Gender,Degree_Type,Course,Interest_Area
2022,September,36,USA,North America,148,Female,Undergraduate,Engineering,Employment
2021,August,34,UK,Asia,176,Other,Postgraduate,Engineering,Entrepreneurship
2023,October,41,Canada,Europe,183,Female,PhD,Business,Employment
2023,July,30,Canada,Oceania,451,Other,Postgraduate,Engineering,Employment
2022,June,26,India,Oceania,106,Male,Undergraduate,Engineering,Entrepreneurship
2023,March,13,USA,Oceania,499,Female,Undergraduate,Business,Research
2023,September,36,UK,Asia,228,Female,PhD,Medicine,Employment
2023,October,43,India,North America,130,Male,Undergraduate,Engineering,Entrepreneurship
2021,August,34,USA,North America,84,Other,Postgraduate,Arts,Entrepreneurship
2023,April,16,UK,Asia,174,Female,Undergraduate,Arts,Employment
2021,April,13,Australia,Europe,237,Female,Postgraduate,Medicine,Employment
2023,November,45,USA,North America,210,Male,Undergraduate,Engineering,Research
2021,January,01,Canada,Oceania,232,Female,Postgraduate,Engineering,Entrepreneurship
2021,December,49,UK,North America,263,Other,Postgraduate,Medicine,Entrepreneurship
2022,February,08,Australia,Asia,180,Male,PhD,Arts,Entrepreneurship
2023,July,30,Australia,North America,97,Male,Postgraduate,Medicine,Entrepreneurship
2023,April,15,UK,Oceania,399,Female,Postgraduate,Business,Entrepreneurship
2021,July,28,India,Europe,294,Other,Postgraduate,Arts,Employment
2021,February,08,USA,Oceania,348,Male,Undergraduate,Arts,Entrepreneurship
2021,March,10,Canada,North America,98,Other,Undergraduate,Arts,Research
2022,October,40,Australia,Asia,97,Male,Postgraduate,Medicine,Employment
2023,April,14,India,Asia,411,Other,Postgraduate,Medicine,Entrepreneurship
2023,June,25,UK,Asia,485,Male,Postgraduate,Science,Research
2021,May,20,Canada,Oceania,106,Male,PhD,Arts,Entrepreneurship
2021,November,45,USA,Asia,304,Male,PhD,Business,Entrepreneurship
2023,December,49,Australia,Europe,98,Other,PhD,Medicine,Employment
2023,May,21,Canada,Europe,463,Female,Postgraduate,Engineering,Entrepreneurship
2022,November,46,UK,Europe,282,Male,PhD,Engineering,Research
2021,November,47,Canada,Oceania,64,Female,Undergraduate,Science,Research
2021,February,08,Canada,North America,291,Female,Postgraduate,Engineering,Employment
2022,November,46,USA,Asia,185,Female,Undergraduate,Science,Entrepreneurship
2021,May,21,India,North America,227,Female,Undergraduate,Business,Research
2022,May,19,UK,North America,426,Female,PhD,Engineering,Employment
2023,March,11,Australia,Oceania,229,Male,Undergraduate,Arts,Employment
2023,May,21,India,Oceania,72,Male,Undergraduate,Arts,Employment
2022,May,22,Canada,Oceania,98,Female,PhD,Engineering,Entrepreneurship
2021,May,19,USA,Oceania,348,Other,Undergraduate,Science,Employment
2022,October,40,Australia,North America,409,Other,Undergraduate,Business,Employment
2021,December,51,UK,North America,81,Other,PhD,Arts,Entrepreneurship
2021,November,45,Canada,North America,365,Other,Undergraduate,Medicine,Research
2023,July,29,Canada,North America,63,Male,Undergraduate,Business,Entrepreneurship
2021,April,15,USA,Asia,284,Other,PhD,Engineering,Entrepreneurship
2022,August,33,Canada,North America,86,Female,PhD,Engineering,Employment
2022,May,21,USA,Oceania,444,Female,Undergraduate,Arts,Entrepreneurship
2023,November,48,India,Oceania,92,Other,PhD,Business,Employment
2022,January,04,USA,Asia,344,Other,Postgraduate,Engineering,Employment
2022,July,27,Canada,Asia,262,Other,PhD,Medicine,Employment
2023,January,03,Canada,North America,118,Male,Postgraduate,Science,Research
2021,April,15,USA,Oceania,162,Female,PhD,Medicine,Research
2023,October,43,Australia,Oceania,236,Other,Undergraduate,Medicine,Research
2023,April,17,USA,Asia,214,Other,PhD,Engineering,Research
2023,February,06,USA,Oceania,348,Female,PhD,Business,Research
2021,March,12,UK,Europe,442,Other,Postgraduate,Engineering,Employment
2022,September,38,USA,North America,437,Other,Undergraduate,Science,Entrepreneurship
2021,October,42,UK,Europe,285,Other,Undergraduate,Science,Employment
2022,July,29,USA,Oceania,146,Other,PhD,Medicine,Employment
2021,February,06,India,Oceania,262,Male,Undergraduate,Engineering,Research
2021,October,41,Canada,Europe,179,Male,Postgraduate,Science,Employment
2023,July,27,USA,North America,95,Other,PhD,Engineering,Research
2021,March,10,India,Oceania,143,Other,PhD,Business,Employment
2021,July,29,Canada,North America,412,Female,PhD,Arts,Employment
2021,February,07,Australia,Oceania,295,Male,Undergraduate,Arts,Entrepreneurship
2021,September,39,Australia,Asia,79,Male,PhD,Science,Research
2023,October,41,Australia,Asia,277,Male,Postgraduate,Business,Research
2021,July,27,USA,North America,455,Other,Undergraduate,Medicine,Employment
2021,May,21,Canada,Oceania,344,Female,Undergraduate,Science,Employment
2021,April,16,India,Oceania,124,Other,Undergraduate,Engineering,Entrepreneurship
2021,March,11,UK,Asia,377,Male,PhD,Medicine,Research
2022,December,50,Canada,Europe,96,Male,Undergraduate,Engineering,Entrepreneurship
2023,February,09,Australia,Oceania,375,Male,PhD,Engineering,Entrepreneurship
2023,February,08,India,Europe,349,Male,Postgraduate,Medicine,Employment
2021,September,38,India,Asia,66,Female,Undergraduate,Science,Employment
2022,July,27,India,Asia,473,Male,PhD,Business,Entrepreneurship
2023,May,20,USA,Oceania,118,Female,Postgraduate,Business,Research
2021,March,09,Australia,North America,251,Female,Undergraduate,Medicine,Entrepreneurship
2021,August,33,UK,Oceania,206,Other,Undergraduate,Science,Entrepreneurship
2022,September,37,Canada,North America,412,Male,Postgraduate,Business,Research
2022,August,35,USA,North America,186,Female,PhD,Engineering,Research
2023,September,39,Canada,Oceania,282,Male,Undergraduate,Medicine,Entrepreneurship
2022,December,52,Canada,Oceania,284,Female,Undergraduate,Arts,Entrepreneurship
2022,August,31,Australia,Oceania,192,Male,Postgraduate,Business,Employment
2021,October,42,India,North America,232,Male,PhD,Engineering,Research
2023,April,14,USA,Oceania,499,Other,Postgraduate,Medicine,Employment
2021,February,06,USA,North America,255,Male,Postgraduate,Arts,Employment
2022,September,35,UK,North America,120,Male,Postgraduate,Business,Employment
2021,January,04,UK,Asia,273,Male,PhD,Engineering,Entrepreneurship
2022,January,04,USA,Oceania,203,Male,Undergraduate,Engineering,Employment
2022,February,05,Canada,Europe,55,Other,Postgraduate,Engineering,Entrepreneurship
2021,April,17,India,Europe,50,Other,Postgraduate,Medicine,Employment
2023,October,40,India,Asia,185,Other,Postgraduate,Business,Entrepreneurship
2021,January,03,UK,Asia,258,Other,Postgraduate,Science,Employment
2023,December,48,Canada,North America,441,Female,PhD,Science,Entrepreneurship
2023,April,14,UK,Asia,445,Female,Undergraduate,Arts,Entrepreneurship
2022,November,47,Canada,Asia,51,Other,Undergraduate,Medicine,Entrepreneurship
2023,January,05,Canada,North America,435,Male,Undergraduate,Medicine,Entrepreneurship
2023,March,09,India,Oceania,112,Female,PhD,Business,Entrepreneurship
2021,November,48,Australia,Europe,305,Male,Postgraduate,Science,Employment
2022,August,32,Canada,North America,309,Female,PhD,Business,Entrepreneurship
2021,May,19,Canada,Europe,317,Male,PhD,Business,Entrepreneurship
2023,September,36,UK,Oceania,379,Other,PhD,Business,Employment
2023,December,52,Australia,Oceania,209,Other,Undergraduate,Arts,Research
2021,July,28,UK,Europe,379,Male,PhD,Arts,Research
2021,December,52,India,Oceania,412,Male,PhD,Medicine,Entrepreneurship
2023,October,41,Canada,Asia,348,Male,PhD,Medicine,Entrepreneurship
2022,September,39,India,Asia,315,Other,PhD,Arts,Entrepreneurship
2022,December,51,Australia,Oceania,445,Other,Postgraduate,Business,Employment
2023,July,27,Australia,Europe,77,Male,Postgraduate,Arts,Employment
2022,August,32,USA,Oceania,349,Female,PhD,Medicine,Employment
2022,April,15,UK,North America,293,Other,Postgraduate,Business,Employment
2021,August,31,UK,North America,479,Female,Postgraduate,Engineering,Entrepreneurship
2022,August,31,UK,North America,268,Other,Postgraduate,Arts,Entrepreneurship
2022,August,34,Australia,North America,234,Male,Undergraduate,Arts,Research
2021,November,45,UK,Asia,368,Male,Postgraduate,Arts,Research
2023,December,50,USA,Asia,91,Other,Undergraduate,Business,Research
2022,November,45,Canada,North America,253,Female,Undergraduate,Medicine,Research
2023,December,52,USA,Asia,240,Female,PhD,Science,Employment
2022,July,27,USA,Asia,419,Other,PhD,Medicine,Research
2022,October,40,Australia,North America,451,Female,PhD,Arts,Research
2023,February,08,UK,Oceania,335,Male,PhD,Medicine,Entrepreneurship
2021,October,43,Canada,Asia,333,Male,Postgraduate,Business,Research
2021,December,49,UK,Asia,495,Other,PhD,Business,Research
2022,November,47,USA,Europe,200,Other,Undergraduate,Medicine,Research
2022,March,10,Australia,North America,344,Male,Postgraduate,Science,Entrepreneurship
2023,July,28,Canada,Asia,431,Male,Undergraduate,Arts,Entrepreneurship
2023,February,06,USA,North America,487,Male,Postgraduate,Medicine,Research
2022,July,29,USA,Oceania,71,Male,Undergraduate,Business,Entrepreneurship
2022,December,50,USA,Europe,172,Male,Undergraduate,Engineering,Research
2021,September,38,Australia,Asia,455,Female,Postgraduate,Engineering,Entrepreneurship
2022,December,52,Australia,North America,181,Other,Postgraduate,Business,Entrepreneurship
2022,June,24,Australia,Asia,209,Female,Postgraduate,Arts,Entrepreneurship
2022,August,35,UK,North America,317,Other,Undergraduate,Science,Entrepreneurship
2022,July,27,UK,Asia,236,Female,PhD,Engineering,Entrepreneurship
2021,October,40,UK,Oceania,207,Other,Postgraduate,Science,Entrepreneurship
2023,April,16,Australia,Europe,159,Other,PhD,Engineering,Employment
2022,March,10,Canada,Asia,87,Male,PhD,Business,Employment
2021,November,47,USA,Europe,375,Other,Undergraduate,Arts,Entrepreneurship
2021,January,03,Australia,Asia,84,Other,PhD,Medicine,Entrepreneurship
2022,April,14,USA,Europe,341,Other,Undergraduate,Medicine,Employment
2021,November,44,USA,North America,174,Male,Postgraduate,Business,Research
2021,September,37,UK,Oceania,53,Other,Postgraduate,Business,Entrepreneurship
2022,July,30,Australia,Oceania,328,Other,Postgraduate,Science,Research
2023,September,37,USA,Asia,190,Other,PhD,Medicine,Employment
2022,October,43,UK,Asia,187,Female,Undergraduate,Business,Employment
2022,August,31,Australia,Oceania,65,Male,Undergraduate,Science,Employment
2022,June,26,Australia,Oceania,437,Other,PhD,Business,Employment
2021,January,04,India,Asia,79,Male,PhD,Science,Entrepreneurship
2021,May,20,India,Asia,312,Other,PhD,Business,Entrepreneurship
2021,December,48,UK,Asia,214,Male,Undergraduate,Arts,Employment
2022,May,21,Australia,North America,208,Other,PhD,Medicine,Employment
2021,March,10,India,Europe,162,Male,PhD,Medicine,Research
2023,October,43,UK,Oceania,165,Other,Undergraduate,Engineering,Entrepreneurship
2022,January,05,India,Europe,59,Male,Postgraduate,Arts,Employment
2022,September,37,Canada,North America,233,Female,Undergraduate,Medicine,Research
2023,October,43,USA,Asia,356,Other,PhD,Medicine,Employment
2021,September,38,Canada,North America,108,Male,Postgraduate,Engineering,Research
2021,January,00,Canada,Europe,91,Female,Undergraduate,Engineering,Research
2023,October,43,Australia,Europe,456,Female,PhD,Business,Entrepreneurship
2021,April,14,USA,Oceania,441,Male,Postgraduate,Arts,Research
2021,February,06,Australia,Europe,94,Male,Undergraduate,Engineering,Research
2023,May,19,USA,Europe,187,Other,Undergraduate,Arts,Research
2022,August,34,Canada,Europe,235,Other,Postgraduate,Engineering,Employment
2021,September,36,UK,Europe,496,Male,PhD,Medicine,Employment
2022,September,38,Australia,Asia,490,Female,Undergraduate,Business,Research
2023,August,32,UK,North America,201,Other,PhD,Science,Entrepreneurship
2021,March,13,India,Oceania,60,Other,Undergraduate,Engineering,Entrepreneurship
2023,September,38,USA,Asia,407,Male,Postgraduate,Engineering,Entrepreneurship
2023,July,31,Canada,North America,235,Other,Postgraduate,Science,Entrepreneurship
2022,September,37,USA,North America,488,Male,Undergraduate,Science,Research
2023,January,01,India,Europe,462,Female,PhD,Engineering,Research
2023,September,39,India,Oceania,71,Other,Postgraduate,Medicine,Employment
2021,May,22,Australia,Oceania,495,Other,Postgraduate,Business,Employment
2022,October,43,USA,Asia,109,Other,Postgraduate,Science,Research
2021,December,51,Australia,Europe,97,Female,PhD,Medicine,Research
2022,November,44,UK,Europe,486,Female,Postgraduate,Business,Employment
2021,March,10,India,Asia,454,Female,Postgraduate,Arts,Entrepreneurship
2022,December,50,Australia,North America,196,Male,PhD,Engineering,Entrepreneurship
2021,August,31,UK,Europe,403,Male,PhD,Engineering,Research
2021,May,18,USA,Oceania,57,Female,Postgraduate,Arts,Entrepreneurship
2022,March,10,UK,Europe,484,Other,Undergraduate,Medicine,Research
2022,January,02,Australia,North America,415,Female,Postgraduate,Science,Research
2021,November,45,Australia,North America,229,Male,PhD,Science,Entrepreneurship
2021,November,46,USA,Europe,174,Other,PhD,Arts,Employment
2023,June,25,USA,Europe,73,Female,PhD,Science,Research
2021,May,20,Canada,Oceania,87,Other,Postgraduate,Engineering,Research
2021,June,25,USA,Europe,96,Female,Undergraduate,Science,Employment
2023,July,29,Canada,Europe,350,Male,PhD,Arts,Employment
2021,July,29,UK,Europe,235,Male,Undergraduate,Science,Entrepreneurship
2022,April,17,Australia,Asia,258,Male,Undergraduate,Engineering,Entrepreneurship
2021,August,33,UK,Europe,348,Female,PhD,Engineering,Entrepreneurship
2023,January,04,India,Europe,186,Female,Undergraduate,Arts,Entrepreneurship
2021,January,03,India,Oceania,498,Other,PhD,Engineering,Research
2021,January,01,India,Europe,485,Male,Undergraduate,Medicine,Entrepreneurship
2021,March,12,UK,Europe,161,Female,PhD,Engineering,Entrepreneurship
2023,October,41,India,Europe,495,Other,PhD,Business,Employment
2022,October,39,Canada,Oceania,496,Other,PhD,Engineering,Employment
2022,May,19,USA,Europe,318,Other,Postgraduate,Science,Entrepreneurship
2022,March,11,UK,Asia,147,Other,Undergraduate,Medicine,Entrepreneurship
2023,September,37,Canada,Europe,125,Other,PhD,Business,Employment
2021,July,27,UK,North America,58,Male,Postgraduate,Business,Research
2021,October,43,UK,Asia,294,Male,PhD,Arts,Employment
2022,July,29,UK,Asia,170,Male,PhD,Science,Research
2023,January,02,Canada,Europe,90,Male,PhD,Business,Research
2023,May,19,India,North America,495,Other,PhD,Engineering,Employment
2021,April,14,USA,Europe,446,Other,Postgraduate,Medicine,Research
2023,December,48,USA,Asia,290,Other,Postgraduate,Medicine,Research
2023,December,51,UK,Europe,336,Other,Undergraduate,Medicine,Employment
2021,May,20,India,Europe,408,Other,PhD,Business,Research
2023,March,11,Australia,Asia,485,Other,Undergraduate,Business,Employment
2022,May,18,UK,North America,365,Other,Undergraduate,Science,Employment
2023,January,05,Australia,Oceania,153,Male,Postgraduate,Arts,Research
2023,August,35,Australia,Asia,443,Male,PhD,Business,Entrepreneurship
2022,January,03,Australia,Oceania,414,Other,Undergraduate,Science,Research
2023,September,37,India,Asia,186,Male,PhD,Engineering,Entrepreneurship
2021,March,13,Australia,North America,129,Other,Undergraduate,Engineering,Employment
2023,August,32,Australia,Oceania,62,Male,PhD,Arts,Employment
2021,August,32,USA,Oceania,212,Female,Postgraduate,Engineering,Entrepreneurship
2023,March,13,USA,Europe,93,Female,PhD,Business,Employment
2023,December,50,Australia,North America,304,Other,Undergraduate,Business,Research
2021,June,22,USA,Europe,484,Other,PhD,Engineering,Entrepreneurship
2021,August,32,India,North America,406,Male,PhD,Medicine,Entrepreneurship
2023,April,15,India,Oceania,191,Other,Undergraduate,Arts,Employment
2022,October,42,USA,Europe,381,Male,Undergraduate,Arts,Entrepreneurship
2022,September,37,India,Oceania,381,Other,Undergraduate,Medicine,Employment
2023,October,44,Australia,Europe,102,Male,PhD,Business,Employment
2021,October,42,Australia,Asia,495,Male,Undergraduate,Arts,Research
2022,October,43,Australia,Asia,462,Male,Postgraduate,Medicine,Entrepreneurship
2022,May,20,India,Europe,384,Female,Postgraduate,Medicine,Research
2022,August,31,India,Asia,235,Other,PhD,Science,Research
2021,April,15,India,North America,374,Female,Undergraduate,Science,Employment
2021,September,38,Australia,Europe,237,Male,Undergraduate,Medicine,Entrepreneurship
2021,August,35,USA,Asia,219,Other,Undergraduate,Engineering,Research
2022,April,14,Canada,Oceania,146,Female,Undergraduate,Engineering,Employment
2021,October,40,Canada,Oceania,322,Other,Undergraduate,Engineering,Entrepreneurship
2022,February,06,India,Asia,379,Male,PhD,Engineering,Entrepreneurship
